"animal","mother","father","hatch.mass","week2.mass","week2.tarsus","week4.mass","week4.tarsus","adult.tarsus","egg.mass","maternal.line","paternal.line","sex","replicate","hatching.day","hatch.env","week2.env","week4.env","survive","exclude.surv"
"CR1870","A1712","A1711",10.28,47,28.8,137.7,38.9,40.2,14.64,"H","H","Male","2","18","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1872","A1762","A1786",9.76,61.8,30.7,150.3,39.8,40.5,15.03,"H","L","Female","2","18","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1838","A1749","A1678",9.72,58.4,29.1,136.3,36.7,NA,13.24,"H","L","Male","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1871","A1762","A1786",10.32,51.5,29.7,127.3,39.2,40.9,14.96,"H","L","Female","2","18","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1831","A1664","A1656",9.46,57.9,29.2,135.6,37.3,38.3,12.77,"H","H","Female","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1826","A1719","A1745",9.15,49.9,28.7,125.3,38,39.4,12.78,"H","L","Female","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CY3779","A1785","A1667",8.32,62,31.1,141.4,38.4,38.9,11.97,"L","H","Male","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CY3802","A1787","A1694",7.47,55.3,29.4,138.5,39,39.9,10.73,"L","L","Female","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1825","A1761","A1697",9.55,43.1,28.1,121.4,36.9,38.7,13.1,"H","L","Female","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CR1837","A1674","A1776",8.24,52.8,30.3,115.1,37.7,NA,11.78,"H","L","Male","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CY3783","A1695","A1676",8.68,51.1,29.4,119,38.2,39.7,12.08,"L","H","Female","2","17","2b 2","2b 2 6","2b 2 M",1,FALSE
"CY3603","A1517","A1610",7.06,NA,NA,NA,NA,NA,10.75,"L","H","Female","1","17","1b 1","1b 1 2","1b 1 NA",0,FALSE
"CR1417","A1569","A1642",8.46,NA,NA,NA,NA,NA,11.78,"H","L","Female","1","18","1a 1","1a 1 2","1a 1 NA",0,FALSE
"CR1774","A1765","A1790",8.18,NA,NA,NA,NA,NA,11.04,"H","H","Male","2","17","2b 1","2b 1 3","2b 1 NA",0,FALSE
"CR1642","A1635","A1632",6.96,NA,NA,NA,NA,NA,10.35,"H","L","Male","1","17","1b 1","1b 1 4","1b 1 NA",0,FALSE
"CY3486","A1785","A1678",6.13,NA,NA,NA,NA,NA,11.63,"L","L","Male","2","17","2a 1","2a 1 3","2a 1 NA",0,FALSE
"CY3616","A1541","A1490",6.31,NA,NA,NA,NA,NA,9.32,"L","H","Male","1","17","1b 1","1b 1 3","1b 1 NA",0,FALSE
"CR1647","A1618","A1598",9.3,NA,NA,NA,NA,NA,13.18,"H","L","Male","1","17","1b 1","1b 1 2","1b 1 NA",0,TRUE
"CY3493","A1734","A1697",6.81,NA,NA,NA,NA,NA,9.93,"L","L","Female","2","17","2a 1","2a 1 4","2a 1 NA",0,FALSE
"CY3724","A1787","A1694",5.96,NA,NA,NA,NA,NA,9.64,"L","L","Female","2","17","2b 1","2b 1 2","2b 1 NA",0,FALSE
"CY3503","A1727","A1721",8.12,NA,NA,NA,NA,NA,12.49,"L","H","Male","2","18","2a 1","2a 1 4","2a 1 NA",0,FALSE
"CY3504","A1677","A1707",6.63,NA,NA,NA,NA,NA,10.47,"L","H","Female","2","18","2a 1","2a 1 4","2a 1 NA",0,FALSE
"CY3507","A1794","A1733",8.91,NA,NA,NA,NA,NA,12.56,"L","L","Female","2","18","2a 1","2a 1 3","2a 1 NA",0,FALSE
"CY3645","A1483","A1647",8.24,NA,NA,NA,NA,NA,12.7,"L","H","Male","1","17","1b 2","1b 2 5","1b 2 NA",0,FALSE
"CY3388","A1541","A1650",6.18,NA,NA,NA,NA,NA,8.89,"L","L","Female","1","17","1a 2","1a 2 1","1a 2 NA",0,FALSE
"CR1814","A1738","A1672",8.54,NA,NA,NA,NA,NA,12.18,"H","L","Female","2","17","2b 2","2b 2 5","2b 2 NA",0,FALSE
"CR1415","A1509","A1562",7.06,NA,NA,NA,NA,NA,10.99,"H","H","Female","1","18","1a 1","1a 1 8","1a 1 NA",0,FALSE
"CR1418","A1635","A1647",7.09,NA,NA,NA,NA,NA,10.53,"H","H","Male","1","18","1a 1","1a 1 8","1a 1 NA",0,FALSE
"CR1862","A1700","A1721",8.69,NA,NA,NA,NA,NA,13.08,"H","H","Male","2","17","2b 2","2b 2 7","2b 2 NA",0,FALSE
"CR1688","A1556","A1486",8.25,NA,NA,NA,NA,NA,12.17,"H","L","Female","1","17","1b 2","1b 2 8","1b 2 NA",0,FALSE
"CR1423","A1532","A1583",8.15,NA,NA,NA,NA,NA,11.47,"H","H","Male","1","18","1a 1","1a 1 7","1a 1 NA",0,FALSE
"CR1429","A1648","A1597",8.3,NA,NA,NA,NA,NA,11.76,"H","L","Male","1","17","1a 2","1a 2 1","1a 2 NA",0,FALSE
"CY3447","A1785","A1678",8.28,NA,NA,NA,NA,NA,11.47,"L","L","Female","2","17","2a 1","2a 1 1","2a 1 NA",0,FALSE
"CY3617","A1651","A1583",7.22,NA,NA,NA,NA,NA,10.48,"L","H","Female","1","17","1b 1","1b 1 4","1b 1 NA",0,FALSE
"CY3410","A1493","A1555",9.09,NA,NA,NA,NA,NA,12.65,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 NA",0,FALSE
"CY3416","A1630","A1486",7.7,NA,NA,NA,NA,NA,11.12,"L","L","Female","1","17","1a 2","1a 2 3","1a 2 NA",0,FALSE
"CR1443","A1556","A1621",9.21,NA,NA,NA,NA,NA,12.55,"H","H","Female","1","17","1a 2","1a 2 4","1a 2 NA",0,FALSE
"CR1710","A1532","A1548",8.7,NA,NA,NA,NA,NA,11.99,"H","L","Female","1","17","1b 2","1b 2 6","1b 2 NA",0,FALSE
"CR1447","A1523","A1490",8.74,NA,NA,NA,NA,NA,12.48,"H","H","Male","1","17","1a 2","1a 2 2","1a 2 NA",0,FALSE
"CY3780","A1686","A1668",7.68,NA,NA,NA,NA,NA,11.23,"L","H","Female","2","17","2b 2","2b 2 6","2b 2 NA",0,FALSE
"CY3684","A1630","A1562",6.66,NA,NA,NA,NA,NA,10.39,"L","H","Female","1","17","1b 2","1b 2 7","1b 2 NA",0,TRUE
"CY3600","A1630","A1562",6.43,NA,NA,NA,NA,NA,9.7,"L","H","Female","1","17","1b 1","1b 1 2","1b 1 NA",0,TRUE
"CY3512","A1683","A1706",6.42,NA,NA,NA,NA,NA,9.79,"L","H","Female","2","17","2a 2","2a 2 5","2a 2 NA",0,FALSE
"CR1771","A1674","A1776",9,NA,NA,NA,NA,NA,12.92,"H","L","Female","2","17","2b 1","2b 1 3","2b 1 NA",0,FALSE
"CR1785","A1765","A1790",7.92,NA,NA,NA,NA,NA,11.26,"H","H","Female","2","17","2b 1","2b 1 3","2b 1 NA",0,FALSE
"CY3479","A1683","A1706",7.36,NA,NA,NA,NA,NA,10.58,"L","H","Male","2","17","2a 1","2a 1 4","2a 1 NA",0,FALSE
"CY3441","A1616","A1534",6.29,NA,NA,NA,NA,NA,10.58,"L","L","Female","1","18","1a 2","1a 2 2","1a 2 NA",0,FALSE
"CR1733","A1512","A1549",8.36,NA,NA,NA,NA,NA,12.37,"H","H","Female","1","18","1b 2","1b 2 8","1b 2 NA",0,FALSE
"CY3570","A1677","A1707",7.34,NA,NA,NA,NA,NA,11.24,"L","H","Male","2","18","2a 2","2a 2 8","2a 2 NA",0,FALSE
"CY3462","A1723","A1783",7.85,NA,NA,NA,NA,NA,11.35,"L","H","Male","2","17","2a 1","2a 1 1","2a 1 NA",0,FALSE
"CR1476","A1573","A1603",9.46,NA,NA,NA,NA,NA,13.55,"H","L","Male","1","17","1a 2","1a 2 4","1a 2 NA",0,FALSE
"CY3808","A1787","A1694",6.53,NA,NA,NA,NA,NA,10.8,"L","L","Male","2","18","2b 2","2b 2 7","2b 2 NA",0,FALSE
"CY3444","A1507","A1598",7.16,NA,NA,NA,NA,NA,11.25,"L","L","Male","1","18","1a 2","1a 2 2","1a 2 NA",0,FALSE
"CY3632","A1568","A1596",7.14,NA,NA,NA,NA,NA,10.5,"L","L","Female","1","18","1b 1","1b 1 3","1b 1 NA",0,FALSE
"CR1623","A1512","A1549",8.54,NA,NA,NA,NA,NA,12.33,"H","H","Female","1","17","1b 1","1b 1 4","1b 1 NA",0,FALSE
"CY3698","A1580","A1597",6.58,NA,NA,NA,NA,NA,10.22,"L","L","Female","1","18","1b 2","1b 2 6","1b 2 NA",0,FALSE
"CY3399","A1625","A1549",5.23,NA,NA,NA,NA,NA,8.15,"L","H","Male","1","17","1a 2","1a 2 2","1a 2 NA",0,FALSE
"CY3379","A1541","A1650",5.9,NA,NA,NA,NA,NA,8.81,"L","L","Male","1","17","1a 2","1a 2 1","1a 2 NA",0,FALSE
"CR1855","A1703","A1716",10.41,NA,NA,NA,NA,NA,14.39,"H","H","Male","2","17","2b 2","2b 2 8","2b 2 NA",0,FALSE
"CY3430","A1633","A1494",8.1,NA,NA,NA,NA,NA,11.44,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 NA",0,FALSE
"CY3460","A1661","A1672",6.99,NA,NA,NA,NA,NA,10.74,"L","L","Male","2","17","2a 1","2a 1 1","2a 1 NA",0,FALSE
"CY3781","A1683","A1759",6.99,NA,NA,NA,NA,NA,10.53,"L","L","Female","2","17","2b 2","2b 2 6","2b 2 NA",0,FALSE
"CY3693","A1651","A1583",7.23,NA,NA,NA,NA,NA,11.02,"L","H","Female","1","18","1b 2","1b 2 7","1b 2 NA",0,FALSE
"CY3579","A1614","A1527",6.6,NA,NA,NA,NA,NA,10.23,"L","H","Male","1","17","1b 1","1b 1 4","1b 1 NA",0,FALSE
"CY3358","A1507","A1598",8.19,NA,NA,NA,NA,NA,11.88,"L","L","Female","1","17","1a 1","1a 1 8","1a 1 NA",0,FALSE
"CR1566","A1780","A1676",7.67,NA,NA,NA,NA,NA,10.49,"H","H","Female","2","17","2a 2","2a 2 6","2a 2 NA",0,FALSE
"CY3774","A1683","A1759",6.66,NA,NA,NA,NA,NA,10.16,"L","L","Male","2","17","2b 2","2b 2 5","2b 2 NA",0,TRUE
"CY3442","A1484","A1592",7.29,NA,NA,NA,NA,NA,11.15,"L","H","Male","1","18","1a 2","1a 2 4","1a 2 NA",0,FALSE
"CY3417","A1580","A1626",7.48,NA,NA,NA,NA,NA,10.08,"L","H","Male","1","17","1a 2","1a 2 3","1a 2 NA",0,FALSE
